sy_name,sy_snum,sy_pnum,cb_flag,st_rad
HD 82943,1,2,0,
Kepler-1820,1,1,0,0.93
HD 222582,2,1,0,
Kepler-263,1,2,0,0.76
Kepler-264,1,2,0,2.1
Kepler-359,1,3,0,0.98
Kepler-925,1,1,0,0.61
Kepler-1294,1,1,0,0.93
Kepler-1870,1,1,0,0.98
TOI-2545,1,1,0,1.25
HN Peg,1,1,0,
Kepler-1215,1,1,0,
Kepler-228,1,3,0,
Kepler-287,1,2,0,
Kepler-442,1,1,0,
Kepler-235,1,4,0,0.57
Kepler-25,2,3,0,1.66
Kepler-1623,1,1,0,0.92
Kepler-1935,1,1,0,0.97
Kepler-421,1,1,0,0.83
Kepler-762,1,1,0,1.1
Kepler-134,1,2,0,1.53
Kepler-656,1,2,0,0.85
Kepler-1365,1,2,0,0.94
Kepler-161,1,2,0,0.69
Kepler-1578,1,1,0,0.84
HD 8574,1,1,0,
Kepler-1873,1,1,0,0.79
Kepler-518,1,1,0,0.88
Kepler-1521,1,1,0,0.7
HD 117618,1,1,0,
Kepler-1987,1,4,0,0.73
HD 134987,1,2,0,
Kepler-825,1,2,0,1.09
HD 76700,1,1,0,
Kepler-487,1,3,0,
HD 213240,2,1,0,
51 Peg,1,1,0,
Kepler-1187,1,1,0,0.95
HD 202696,1,2,0,6.01
HD 216770,1,1,0,
HD 72659,1,2,0,
Kepler-259,1,2,0,0.89
Kepler-1208,1,1,0,0.76
Kepler-42,1,3,0,
Kepler-531,1,1,0,0.75
Kepler-798,1,1,0,1.11
Kepler-265,1,4,0,
HD 210277,1,1,0,1.07
Kepler-92,1,3,0,1.7
Kepler-253,1,3,0,
Kepler-1814,1,2,0,0.76
HD 65216,3,2,0,
Kepler-142,1,3,0,
Kepler-802,1,1,0,0.82
Kepler-999,1,1,0,1.11
Kepler-333,2,2,0,0.69
Kepler-166,1,3,0,0.76
Kepler-269,1,2,0,1.72
Kepler-33,1,5,0,1.72
Kepler-282,1,4,0,0.89
HD 161178,1,1,0,10.95
Kepler-1481,1,1,0,0.8
Kepler-1048,1,1,0,
Kepler-599,1,1,0,0.78
Kepler-418,1,2,0,1.6
Kepler-1881,1,1,0,0.88
Kepler-842,1,1,0,
HD 23127,1,1,0,
TOI-1410,1,2,0,0.78
eps Ind,3,1,0,
Kepler-1839,1,1,0,0.85
Kepler-752,1,1,0,0.86
Kepler-1812,1,1,0,1.1
Kepler-352,1,3,0,0.75
Kepler-24,1,4,0,1.11
Kepler-1763,1,1,0,1.28
TOI-2194,1,1,0,0.69
Kepler-1927,1,1,0,0.96
Kepler-382,1,2,0,1.24
Kepler-1600,1,2,0,0.83
Kepler-137,1,2,0,0.81
Kepler-1189,1,1,0,1.15
Kepler-206,1,3,0,1.27
Kepler-1663,1,1,0,0.65
Kepler-1382,1,1,0,1.76
ups And,2,3,0,
Kepler-522,1,1,0,1.34
Kepler-1204,1,1,0,1.09
Kepler-1255,1,1,0,1.42
Kepler-897,1,1,0,0.88
HD 32963,1,1,0,
Kepler-1027,2,1,0,
Kepler-985,1,1,0,0.85
Kepler-446,1,3,0,0.46
HD 31527,1,3,0,
Kepler-605,1,2,0,
Kepler-802,1,1,0,
TOI-178,1,6,0,0.66
Kepler-28,1,2,0,1.11
TOI-1439,1,1,0,1.62
TOI-329,1,1,0,1.61
HIP 109600,2,1,0,0.97
HD 152079,1,1,0,1.15
HD 109246,1,1,0,1.1
HD 63454,1,1,0,0.79
HD 114386,1,1,0,0.77
Kepler-679,1,1,0,0.79
Kepler-1061,1,1,0,1.07
Kepler-1930,1,1,0,0.76
Kepler-656,1,2,0,0.96
Kepler-386,1,2,0,0.84
Kepler-1162,1,2,0,0.86
CoRoT-30,1,1,0,1.07
61 Vir,1,3,0,
Kepler-40,1,1,0,2.21
Kepler-155,1,2,0,0.56
HD 240237,1,1,0,78.13
Kepler-280,1,2,0,0.86
GJ 179,1,1,0,
Kepler-558,1,1,0,0.8
Kepler-573,1,1,0,0.51
Kepler-718,1,1,0,1.03
Kepler-1311,1,3,0,1.29
Kepler-725,1,1,0,
Kepler-253,1,3,0,0.75
Kepler-340,1,2,0,2.83
Kepler-1273,1,1,0,0.88
Kepler-308,1,2,0,0.89
Kepler-888,1,1,0,1.1
Kepler-805,1,1,0,1.57
CHXR 73,1,1,0,
Kepler-406,1,2,0,1.11
Kepler-98,1,1,0,
TOI-1174,1,1,0,0.76
Kepler-489,1,1,0,0.73
HD 79498,2,1,0,
Kepler-1009,1,1,0,0.7
Kepler-1085,1,2,0,0.94
Kepler-1515,1,1,0,
Kepler-1077,1,1,0,0.97
Kepler-394,1,3,0,1.21
Kepler-1326,1,1,0,1.23
HD 13931,1,1,0,
Kepler-1119,1,1,0,1.0
Kepler-581,1,1,0,0.85
Kepler-1643,1,1,0,0.85
Kepler-670,1,1,0,0.99
Kepler-1363,1,1,0,
TOI-1452,2,1,0,0.28
WASP-171,1,1,0,2.03
Kepler-1886,1,1,0,0.89
Kepler-1103,1,1,0,1.03
Kepler-1901,1,1,0,
Kepler-170,1,2,0,1.01
Kepler-1435,1,1,0,1.4
Kepler-259,1,2,0,
Kepler-1293,1,1,0,1.73
Kepler-821,1,1,0,0.76
Kepler-318,1,2,0,1.42
HD 89744,2,1,0,
Kepler-1122,1,1,0,1.08
Kepler-1798,1,1,0,0.54
Kepler-898,1,1,0,0.55
HD 35759,1,1,0,
Kepler-1441,1,1,0,0.75
HD 210277,1,1,0,1.05
Kepler-1053,1,1,0,0.72
Kepler-776,1,1,0,
HD 154672,1,1,0,
HD 13908,1,2,0,
Kepler-507,1,1,0,
Kepler-592,1,1,0,0.97
Kepler-1156,1,1,0,0.91
Kepler-375,1,2,0,0.78
HD 3651,1,1,0,
Kepler-1475,1,1,0,0.95
Kepler-450,1,3,0,1.57
Kepler-666,1,1,0,0.85
Kepler-238,1,5,0,0.91
KIC 5479689,1,1,0,0.93
Kepler-1457,1,1,0,1.26
Kepler-113,1,2,0,0.71
CHXR 73,1,1,0,
HIP 57274,1,3,0,0.68
Kepler-1244,1,1,0,2.55
Kepler-1232,1,1,0,0.95
Kepler-1150,2,1,0,1.43
HATS-74,2,1,0,0.62
Kepler-338,1,4,0,
Kepler-1624,1,1,0,4.96
Kepler-1408,1,1,0,1.76
GJ 163,1,3,0,0.41
Kepler-1136,1,1,0,0.65
HD 108341,2,1,0,
Kepler-169,1,5,0,0.91
HD 114783,1,2,0,
HD 3765,1,1,0,
Kepler-649,1,1,0,
HD 28254,2,1,0,1.65
Kepler-194,1,3,0,1.11
HD 17092,1,1,0,
Kepler-92,1,3,0,
HD 86950,1,1,0,
Kepler-1085,1,2,0,
Kepler-635,1,1,0,1.17
Kepler-1102,1,1,0,1.17
Kepler-873,1,1,0,
Kepler-292,1,5,0,
Kepler-1861,1,1,0,1.36
Kepler-123,1,2,0,1.05
Kepler-696,1,1,0,1.14
Kepler-698,1,1,0,1.59
Kepler-635,1,1,0,1.52
Kepler-1972,1,2,0,1.38
Kepler-381,1,3,0,1.31
DMPP-1,1,4,0,
HD 196885,2,1,0,
Kepler-225,1,2,0,0.6
Kepler-669,1,1,0,1.54
Kepler-371,1,2,0,0.95
Kepler-1837,1,1,0,0.98
Kepler-733,1,1,0,0.87
HD 66428,1,2,0,
Kepler-215,1,4,0,1.01
Kepler-91,1,1,0,6.53
Kepler-108,2,2,0,0.92
HD 38529,2,2,0,2.5
11 Com,2,1,0,17.18
Kepler-1069,1,1,0,1.6
Kepler-282,1,4,0,0.87
omi CrB,1,1,0,10.66
Kepler-146,1,2,0,1.06
Kepler-926,1,1,0,1.25
Kepler-406,1,2,0,1.11
Kepler-1294,1,1,0,1.64
Kepler-48,1,5,0,
Kepler-1163,1,1,0,1.34
HD 210277,1,1,0,
Kepler-32,1,5,0,0.5
Kepler-1023,1,1,0,0.93
Kepler-1649,1,2,0,
HD 113996,2,1,0,25.11
Kepler-1766,1,1,0,1.05
HD 180617,2,1,0,
HD 330075,1,1,0,
Kepler-521,1,1,0,1.46
Kepler-848,1,1,0,1.2
Kepler-331,1,3,0,0.52
Kepler-1905,1,1,0,1.01
Kepler-1454,1,1,0,0.86
Kepler-996,1,1,0,0.83
Kepler-233,1,2,0,0.44
Kepler-1190,1,1,0,0.69
TOI-2194,1,1,0,0.69
Kepler-307,1,2,0,1.08
HD 114729,2,1,0,1.47
Kepler-1421,1,1,0,1.15
USco1556 A,1,1,0,0.67
Kepler-4,1,1,0,1.6
Kepler-119,1,2,0,0.83
Kepler-625,1,2,0,1.45
Kepler-1700,1,1,0,1.25
Kepler-1297,1,1,0,1.46
Kepler-1442,1,1,0,1.09
Kepler-1996,1,2,0,
Kepler-281,1,3,0,0.87
Kepler-1231,1,1,0,0.87
Kepler-694,1,1,0,0.81
Kepler-173,1,2,0,1.08
Kepler-668,1,1,0,0.82
Kepler-1276,1,1,0,
Kepler-158,1,2,0,
HD 196050,3,1,0,
Kepler-758,1,4,0,
Kepler-123,1,2,0,1.33
HD 183263,1,2,0,
Kepler-1787,1,1,0,0.93
Kepler-1684,1,1,0,0.59
Kepler-1547,1,1,0,2.3
Kepler-431,1,3,0,1.78
Kepler-1461,1,1,0,0.72
Kepler-517,2,1,0,1.03
Kepler-92,1,3,0,1.7
Kepler-104,2,3,0,0.71
Kepler-491,1,1,0,1.0
Kepler-1997,1,1,0,
Kepler-1039,1,1,0,
Kepler-587,1,1,0,0.82
HD 102272,1,1,0,9.77
Kepler-1037,1,1,0,0.76
Kepler-912,1,1,0,0.9
Kepler-571,1,1,0,0.85
Kepler-880,1,2,0,1.38
HD 114729,2,1,0,
Kepler-1679,1,1,0,0.64
Kepler-513,1,1,0,1.1
Kepler-181,1,2,0,0.8
Kepler-375,1,2,0,0.78
Kepler-297,1,3,0,1.02
Kepler-207,1,3,0,
Kepler-100,1,4,0,1.49
Kepler-1517,1,1,0,
Kepler-1639,1,1,0,1.17
Kepler-144,1,2,0,1.24
HD 38283,1,1,0,
Kepler-306,1,4,0,0.88
Kepler-222,1,3,0,0.76
Kepler-580,1,1,0,0.51
Kepler-1682,1,1,0,1.0
Kepler-1861,1,1,0,1.36
HD 141937,1,1,0,
HD 154345,1,1,0,
Kepler-1769,1,1,0,1.13
Kepler-238,1,5,0,0.96
Kepler-211,1,2,0,0.77
HD 102329,1,2,0,9.1
KOI-1783,1,2,0,1.34
Kepler-1343,1,1,0,1.24
Kepler-1143,1,2,0,0.68
Kepler-1383,1,1,0,1.42
Kepler-55,1,5,0,0.66
LHS 3154,1,1,0,0.14
Kepler-240,1,2,0,0.66
Kepler-599,1,1,0,1.0
Kepler-765,1,1,0,1.09
Kepler-1710,1,1,0,0.8
Kepler-1614,1,1,0,0.9
Kepler-946,1,1,0,0.8
Kepler-271,1,3,0,
Kepler-1016,1,2,0,
Kepler-1108,1,1,0,0.76
Kepler-256,1,4,0,0.88
HD 82943,1,2,0,
HD 31527,1,3,0,
HD 108341,2,1,0,
Kepler-1962,1,1,0,1.0
HD 221420,1,1,0,
Kepler-618,1,1,0,
HD 20868,1,1,0,0.79
GJ 3138,1,3,0,
Kepler-109,1,2,0,1.43
Kepler-1136,1,1,0,
Kepler-789,1,1,0,0.97
Kepler-243,1,2,0,0.71
Kepler-182,1,2,0,1.05
Kepler-653,1,2,0,1.09
Kepler-169,1,5,0,0.94
Kepler-767,1,1,0,0.55
Kepler-240,1,2,0,0.78
Kepler-909,1,1,0,1.13
Kepler-367,1,2,0,
nu Oph,1,2,0,
GJ 179,1,1,0,
Kepler-835,1,1,0,1.17
Kepler-91,1,1,0,6.4
HD 179079,1,1,0,
Kepler-414,1,2,0,0.93
Kepler-188,1,2,0,1.06
Kepler-1668,1,1,0,
Kepler-858,1,1,0,0.91
Kepler-198,1,3,0,
Kepler-464,1,1,0,1.01
Kepler-1589,1,1,0,0.92
Kepler-507,1,1,0,
Kepler-1774,1,1,0,1.07
GJ 179,1,1,0,0.38
Kepler-520,1,2,0,1.09
TOI-1820,1,1,0,1.4
Kepler-465,1,1,0,1.19
Kepler-416,1,3,0,1.06
HD 109246,1,1,0,
TOI-198,1,1,0,0.44
Kepler-577,1,1,0,0.52
Kepler-562,1,1,0,0.88
Kepler-904,1,1,0,1.14
KIC 9663113,1,2,0,1.01
Kepler-1178,1,1,0,0.53
Kepler-1154,1,2,0,1.45
Kepler-1235,1,1,0,0.98
Kepler-278,1,2,0,2.94
Kepler-127,1,3,0,1.27
Kepler-299,1,4,0,
Kepler-1556,1,1,0,0.86
rho CrB,1,4,0,1.36
CoRoT-10,1,1,0,0.87
Kepler-1172,1,1,0,0.96
Kepler-933,1,1,0,0.97
Kepler-474,1,1,0,1.65
Kepler-1423,1,1,0,0.75
Kepler-655,1,1,0,1.21
TOI-4463,2,1,0,1.06
18 Del,2,1,0,8.5
Kepler-279,1,3,0,1.07
Kepler-1100,1,1,0,0.98
Kepler-249,1,3,0,0.42
Kepler-1595,1,1,0,0.86
HD 156098,1,2,0,2.76
Kepler-1836,1,1,0,0.99
Kepler-949,1,2,0,0.9
Kepler-550,1,1,0,0.81
Kepler-160,1,3,0,0.83
Kepler-603,1,3,0,
Kepler-182,1,2,0,1.38
Kepler-1658,1,1,0,2.6
Kepler-196,1,3,0,0.77
HD 142022,2,1,0,
Kepler-57,1,2,0,0.73
Kepler-360,1,2,0,1.03
Kepler-1023,1,1,0,0.93
Kepler-449,1,2,0,1.47
Kepler-1673,1,1,0,0.88
Kepler-785,1,1,0,0.7
Kepler-291,1,2,0,0.99
Kepler-149,1,3,0,1.58
HD 126525,1,1,0,
Kepler-1600,1,2,0,0.77
Kepler-1197,1,1,0,0.59
Kepler-991,1,1,0,0.65
Kepler-1794,1,1,0,
KOI-142,1,3,0,1.0
Kepler-462,1,2,0,
Kepler-57,1,2,0,0.84
TOI-1685,1,1,0,0.46
Kepler-44,1,1,0,1.35
Kepler-1757,1,1,0,
Kepler-1204,1,1,0,1.04
Kepler-1994,1,1,0,0.92
Kepler-1231,1,1,0,0.87
Kepler-529,1,3,0,
Kepler-310,1,3,0,0.84
HD 63765,1,1,0,
Kepler-1304,1,1,0,0.85
Kepler-827,1,1,0,0.78
Kepler-1322,1,2,0,0.8
Kepler-1525,1,1,0,0.79
Kepler-1197,1,1,0,0.64
HD 208527,1,1,0,51.1
Kepler-1208,1,1,0,0.75
Kepler-282,1,4,0,0.89
Kepler-1269,1,1,0,
Kepler-1266,1,2,0,0.71
Kepler-342,1,4,0,0.76
Kepler-67,1,1,0,
Kepler-167,2,4,0,0.73
Kepler-49,1,4,0,0.53
Kepler-442,1,1,0,0.64
Kepler-42,1,3,0,0.17
Kepler-305,1,4,0,0.75
HD 40979,3,1,0,
Kepler-673,1,1,0,0.76
Kepler-576,1,1,0,1.22
Kepler-104,2,3,0,
Kepler-596,1,1,0,1.11
Kepler-165,1,2,0,0.71
HD 162020,1,1,0,
Kepler-520,1,2,0,1.03
Kepler-1279,1,1,0,1.16
OGLE-TR-111,1,1,0,0.83
Kepler-1395,1,1,0,1.95
KOI-351,1,8,0,1.05
Kepler-1629,1,1,0,1.01
Kepler-1857,1,1,0,1.12
Kepler-1641,1,2,0,1.49
Kepler-956,1,1,0,0.96
Kepler-402,1,4,0,1.21
HD 219828,1,2,0,
Kepler-490,1,1,0,0.87
HIP 84988,1,2,0,
HD 162020,1,1,0,
HD 168443,1,2,0,
Kepler-85,1,4,0,0.87
HIP 34222,1,1,0,
Kepler-1936,1,1,0,1.85
Kepler-194,1,3,0,1.0
Kepler-1169,1,1,0,1.24
tau Boo,2,1,0,
HD 114729,2,1,0,
Kepler-920,1,2,0,0.98
Kepler-1705,1,2,0,
HD 125612,2,3,0,
Kepler-1223,1,1,0,0.76
Kepler-554,1,1,0,0.76
Kepler-985,1,1,0,0.96
Kepler-688,1,1,0,0.72
Kepler-1505,1,1,0,
Kepler-1259,1,1,0,0.7
Kepler-53,1,3,0,1.05
Kepler-897,1,1,0,0.82
Kepler-318,1,2,0,1.19
HD 80606,2,1,0,
Kepler-293,1,2,0,0.85
Kepler-1675,1,1,0,1.0
Kepler-169,1,5,0,
HD 64121,1,1,0,5.84
HD 23079,1,1,0,
Kepler-222,1,3,0,0.85
Kepler-332,1,3,0,0.72
HD 177830,2,2,0,3.26
HD 189733,2,1,0,
TOI-1294,1,2,0,1.58
Kepler-1822,1,1,0,0.69
Kepler-318,1,2,0,
Kepler-321,1,2,0,0.97
Kepler-1292,1,1,0,1.0
HIP 97233,1,1,0,
HD 169830,1,2,0,
Kepler-647,1,2,0,1.07
Kepler-674,1,1,0,0.56
HIP 97233,1,1,0,
HD 66428,1,2,0,1.1
Kepler-1259,1,1,0,0.89
Kepler-828,1,1,0,0.69
Kepler-19,1,3,0,0.86
Kepler-974,1,1,0,0.52
1RXS J160929.1-210524,1,1,0,
Kepler-1543,1,1,0,1.33
Kepler-370,1,2,0,
Kepler-1071,1,1,0,0.9
DMPP-4,1,1,0,1.38
Kepler-1264,1,1,0,
Kepler-1539,1,1,0,
HD 19994,3,1,0,1.75
Kepler-1482,1,1,0,1.07
Kepler-238,1,5,0,0.96
Kepler-501,1,2,0,1.14
Kepler-733,1,1,0,0.86
Kepler-1859,1,2,0,
HIP 97166,1,2,0,0.87
Kepler-1951,1,1,0,
Kepler-1116,1,1,0,0.83
Kepler-276,1,3,0,0.91
HD 177830,2,2,0,
HD 11112,1,1,0,
Kepler-550,1,1,0,
Kepler-230,1,2,0,0.82
Kepler-1933,1,1,0,1.92
Kepler-1730,1,1,0,1.16
Kepler-478,1,1,0,
HD 156411,1,1,0,2.33
Kepler-1520,1,1,0,0.66
Kepler-1319,2,1,0,0.54
Kepler-1848,1,1,0,1.41
Kepler-81,1,3,0,0.52
Kepler-746,1,1,0,1.02
Kepler-1778,1,1,0,1.09
Kepler-1709,1,1,0,0.97
Kepler-756,1,1,0,0.83
Kepler-241,1,2,0,0.69
Kepler-1378,1,1,0,0.66
Kepler-993,1,1,0,0.54
Kepler-924,1,1,0,1.01
HD 30562,1,1,0,1.64
Kepler-549,1,3,0,
Kepler-551,1,1,0,0.48
Kepler-257,1,3,0,0.97
HD 147513,2,1,0,
Kepler-275,1,3,0,1.38
HD 162020,1,1,0,0.73
Kepler-324,1,4,0,0.83
HD 69830,1,3,0,
Kepler-970,2,1,0,0.64
Kepler-80,1,6,0,0.65
Kepler-1992,1,1,0,
HD 154345,1,1,0,0.85
XO-2,2,3,0,
WASP-8,2,2,0,
HD 207832,3,2,0,0.96
Kepler-196,1,3,0,1.5
Kepler-1160,1,1,0,0.82
Kepler-875,1,1,0,0.88
Kepler-1986,1,1,0,0.73
Kepler-1610,1,2,0,0.8
Kepler-307,1,2,0,0.99
Kepler-729,1,1,0,0.93
Kepler-491,1,1,0,1.03
Kepler-424,1,2,0,1.09
Kepler-130,2,3,0,1.11
Kepler-173,1,2,0,0.87
HD 217107,1,2,0,
tau Cet,1,4,0,
Kepler-715,1,1,0,1.17
Kepler-1893,1,1,0,1.22
TOI-1420,1,1,0,0.94
AF Lep,1,1,0,1.22
Kepler-225,1,2,0,0.44
Kepler-1968,1,1,0,0.79
Kepler-782,1,1,0,1.17
Kepler-663,1,1,0,0.85
Kepler-350,1,3,0,1.33
16 Cyg,3,1,0,
Kepler-1343,1,1,0,0.86
Kepler-253,1,3,0,0.75
Kepler-1765,1,1,0,1.06
Kepler-913,1,2,0,0.82
Kepler-1231,1,1,0,0.92
Kepler-1509,1,1,0,1.03
Kepler-1761,1,1,0,0.6
Kepler-1335,1,1,0,0.82
Kepler-1404,1,1,0,
KOI-142,1,3,0,0.93
HD 90156,1,1,0,
Kepler-856,1,1,0,1.05
Kepler-276,1,3,0,1.03
WASP-98,2,1,0,0.72
Kepler-647,1,2,0,1.5
Kepler-1135,1,1,0,1.69
Kepler-1338,1,1,0,1.31
Kepler-148,1,3,0,0.83
Kepler-294,1,2,0,0.94
Kepler-1439,1,1,0,0.43
Kepler-408,1,1,0,
Kepler-1883,1,1,0,0.8
Kepler-1114,1,1,0,0.92
Kepler-102,1,5,0,
Kepler-1254,1,3,0,0.75
Kepler-1581,1,1,0,1.23
Kepler-94,1,2,0,0.61
Kepler-481,1,1,0,1.26
Kepler-1452,1,1,0,2.11
GJ 3512,1,2,0,0.14
Kepler-556,1,1,0,0.98
Kepler-156,1,2,0,0.77
14 Her,1,2,0,
Kepler-687,1,1,0,0.76
Kepler-531,1,1,0,0.71
Kepler-231,1,2,0,0.48
Kepler-58,1,4,0,0.99
Kepler-1195,1,1,0,0.71
Kepler-1201,1,1,0,0.99
Kepler-1905,1,1,0,
Kepler-168,1,2,0,1.02
TOI-1136,1,6,0,0.97
TOI-431,1,3,0,0.73
HIP 97166,1,2,0,0.84
Kepler-1419,1,1,0,0.91
LHS 1140,1,2,0,0.22
HD 38529,2,2,0,2.82
HD 220689,1,1,0,
Kepler-180,1,2,0,1.13
Kepler-673,1,1,0,
Kepler-196,1,3,0,1.57
Kepler-1120,1,1,0,
Kepler-709,1,1,0,0.81
Kepler-343,1,2,0,1.08
TOI-198,1,1,0,0.45
Kepler-1154,1,2,0,0.94
Kepler-226,1,3,0,
CoRoT-29,1,1,0,0.91
HD 23079,1,1,0,
Kepler-903,1,2,0,0.82
Kepler-1858,1,1,0,0.69
HD 13189,1,1,0,
Kepler-507,1,1,0,1.34
Kepler-1009,1,1,0,0.54
Kepler-271,1,3,0,1.0
HD 117618,1,1,0,1.18
Kepler-781,1,1,0,0.8
Kepler-772,1,1,0,1.21
Kepler-1345,1,1,0,2.02
Kepler-245,1,4,0,0.8
Kepler-1417,1,1,0,1.59
Kepler-40,1,1,0,2.18
Kepler-1747,1,1,0,0.86
Kepler-1156,1,1,0,0.91
Kepler-992,1,1,0,0.65
Kepler-1396,1,1,0,1.27
Kepler-1882,1,1,0,1.96
Kepler-358,1,2,0,0.94
Kepler-1507,1,1,0,0.91
Kepler-270,1,2,0,1.35
Kepler-1454,1,1,0,0.76
Kepler-1322,1,2,0,0.8
Kepler-634,1,1,0,1.24
Kepler-1260,1,1,0,2.02
Kepler-1669,1,3,0,0.6
Kepler-866,1,1,0,0.72
HD 192310,1,2,0,0.82
Kepler-731,1,1,0,1.05
Kepler-29,1,2,0,0.73
Kepler-1943,1,1,0,0.97
Kepler-1424,1,1,0,
Kepler-306,1,4,0,0.85
Kepler-843,1,1,0,1.18
Kepler-123,1,2,0,1.22
Kepler-1283,1,1,0,0.87
Kepler-313,1,2,0,1.39
GJ 504,1,1,0,
Kepler-39,1,1,0,1.24
Kepler-122,1,5,0,1.19
Kepler-1054,1,1,0,0.91
HD 106252,1,1,0,
Kepler-445,1,3,0,0.19
Kepler-206,1,3,0,1.27
Kepler-328,1,2,0,1.06
Kepler-1460,1,1,0,0.67
Kepler-80,1,6,0,0.57
Kepler-1829,1,1,0,0.73
Kepler-1414,1,1,0,0.75
Kepler-944,1,1,0,1.02
HD 101930,2,1,0,
Kepler-1246,1,1,0,0.65
Kepler-1473,1,1,0,1.08
Kepler-67,1,1,0,0.78
Kepler-1744,1,1,0,0.85
Kepler-1140,1,1,0,0.75
HD 52265,1,1,0,1.1
Kepler-292,1,5,0,0.88
Kepler-814,1,1,0,1.03
HD 202206,2,1,1,
Kepler-1153,1,1,0,0.83
Kepler-1622,1,1,0,1.2
Kepler-194,1,3,0,1.07
Kepler-317,1,2,0,1.0
Kepler-1734,1,1,0,0.95
Kepler-427,1,1,0,1.35
Kepler-381,1,3,0,2.06
HD 4203,1,2,0,
Kepler-224,1,4,0,0.7
kap CrB,1,1,0,4.85
Kepler-60,1,3,0,1.45
Kepler-1223,1,1,0,0.7
Kepler-156,1,2,0,0.77
Kepler-60,1,3,0,1.31
Kepler-1161,1,1,0,0.81
Kepler-247,1,3,0,0.79
Kepler-1456,1,1,0,0.6
Kepler-206,1,3,0,1.17
Kepler-820,1,1,0,1.55
Kepler-248,1,2,0,
Kepler-630,1,1,0,1.57
Kepler-507,1,1,0,1.18
Kepler-450,1,3,0,1.57
Kepler-172,1,4,0,
TOI-2120,1,1,0,0.24
HD 109271,1,2,0,
Kepler-461,1,1,0,1.04
Kepler-1722,1,1,0,0.76
TOI-1136,1,6,0,0.98
Kepler-58,1,4,0,
Kepler-242,1,2,0,0.83
Kepler-1603,1,1,0,1.31
Kepler-201,1,2,0,1.2
HIP 57274,1,3,0,0.78
HD 113996,2,1,0,
HATS-16,1,1,0,1.18
Kepler-1300,1,1,0,1.31
Kepler-284,1,2,0,
Kepler-1132,1,1,0,0.76
Kepler-639,1,1,0,1.63
HIP 14810,1,3,0,1.07
HD 106515,2,1,0,
Kepler-178,1,3,0,1.08
Kepler-579,1,1,0,0.88
Kepler-1755,1,1,0,0.88
Kepler-631,1,1,0,0.95
Kepler-221,1,4,0,0.72
HD 126614,3,1,0,
HD 134060,1,2,0,
47 UMa,1,3,0,
HD 99109,1,1,0,
Kepler-751,1,1,0,0.95
Kepler-1215,1,1,0,0.94
Kepler-1879,1,1,0,
Kepler-300,1,2,0,
Kepler-258,1,2,0,0.83
Kepler-1130,2,3,0,0.88
Kepler-170,1,2,0,1.27
Kepler-436,1,2,0,0.7
Kepler-1208,1,1,0,0.71
Kepler-174,1,3,0,0.59
Kepler-1733,1,1,0,0.98
HD 93083,1,1,0,
Kepler-280,1,2,0,
Kepler-536,1,1,0,1.76
Kepler-276,1,3,0,0.91
Kepler-359,1,3,0,1.03
Kepler-261,1,2,0,
Kepler-1889,1,1,0,0.82
Kepler-385,1,3,0,
Kepler-1527,1,1,0,1.66
Kepler-1085,1,2,0,1.01
Kepler-1785,1,1,0,
Kepler-1766,1,1,0,1.48
Kepler-1978,1,1,0,0.73
Kepler-1550,1,1,0,
Kepler-768,1,1,0,0.7
Kepler-135,1,2,0,1.22
Kepler-1449,1,1,0,1.16
Kepler-1301,1,1,0,0.83
Kepler-695,1,1,0,0.77
Kepler-1597,1,1,0,1.4
Kepler-322,1,2,0,1.41
HD 222155,1,1,0,1.85
HD 224538,1,1,0,
Kepler-1944,1,1,0,
Kepler-17,1,1,0,1.02
Kepler-653,1,2,0,1.28
Kepler-1685,1,1,0,0.84
Kepler-149,1,3,0,0.83
Kepler-1847,1,1,0,0.96
Kepler-790,1,1,0,0.77
Kepler-155,1,2,0,0.54
Kepler-749,1,1,0,0.5
Kepler-201,1,2,0,1.24
Kepler-738,1,1,0,
Kepler-723,1,1,0,0.75
Kepler-186,1,5,0,
TOI-2368,1,1,0,0.85
Kepler-487,1,3,0,0.92
Kepler-1638,1,1,0,0.99
Kepler-208,1,4,0,1.33
HD 92788,1,2,0,1.14
HD 10697,1,1,0,
V830 Tau,1,1,0,1.5
HD 175541,1,1,0,
Kepler-449,1,2,0,1.51
Kepler-1077,1,1,0,0.97
Kepler-794,1,1,0,1.38
Kepler-1039,1,1,0,0.74
Kepler-1192,1,1,0,0.87
Kepler-484,1,1,0,0.92
Kepler-780,1,1,0,1.02
Kepler-662,1,1,0,0.53
TOI-2154,1,1,0,1.4
Kepler-1641,1,2,0,1.08
Kepler-348,1,2,0,1.4
Kepler-493,1,1,0,1.17
WASP-189,1,1,0,2.25
Kepler-1992,1,1,0,1.14
HD 217107,1,2,0,
Kepler-624,1,1,0,1.1
Kepler-567,1,1,0,
Kepler-825,1,2,0,0.96
GJ 15,2,2,0,
HD 221585,1,1,0,
Kepler-677,1,1,0,
Kepler-191,1,3,0,0.76
Kepler-30,1,3,0,0.95
HD 192310,1,2,0,0.73
14 And,1,1,0,11.15
HD 35759,1,1,0,1.76
Kepler-118,1,2,0,0.85
Kepler-767,1,1,0,1.92
HD 75289,2,1,0,
Kepler-43,1,1,0,1.43
Kepler-551,1,1,0,0.48
Kepler-322,1,2,0,0.81
Kepler-748,1,1,0,0.99
HD 7924,1,3,0,0.78
Kepler-339,1,3,0,
