sy_name,sy_snum,sy_pnum
PSR J2322-2650,1,1
PZ Tel,1,1
Pr0201,1,1
Pr0211,2,2
Qatar-1,1,1
Qatar-10,1,1
Qatar-2,1,1
Qatar-3,1,1
Qatar-4,1,1
Qatar-5,1,1
Qatar-6,2,1
Qatar-7,1,1
Qatar-8,1,1
Qatar-9,1,1
ROXs 12,2,1
ROXs 42,2,1
RR Cae,2,1
Ross 128,1,1
Ross 458,2,1
Ross 508,1,1
SPECULOOS-3,1,1
SR 12,2,1
SWEEPS-11,1,1
SWEEPS-4,1,1
TAP 26,1,1
TCP J05074264+2447555,1,1
TIC 139270665,1,2
TIC 172900988,2,1
TIC 237913194,1,1
TIC 241249530,2,1
TIC 257060897,1,1
TIC 279401253,1,2
TIC 365102760,1,1
TIC 393818343,1,1
TIC 46432937,1,1
TIC 4672985,1,1
TOI-1052,1,2
TOI-1062,1,2
TOI-1064,1,2
TOI-1075,1,1
TOI-1107,1,1
TOI-1130,1,2
TOI-1135,1,1
TOI-1136,1,6
TOI-1173,2,1
TOI-1174,1,1
TOI-1180,1,1
TOI-1181,1,1
TOI-1184,1,1
TOI-1194,1,1
TOI-1199,1,1
TOI-1201,2,1
TOI-122,1,1
TOI-1221,1,1
TOI-1224,1,2
TOI-1227,1,1
TOI-1231,1,1
TOI-1235,1,1
TOI-1244,1,1
TOI-1246,1,4
TOI-1248,1,1
TOI-1249,1,1
TOI-125,1,3
TOI-1259,2,1
TOI-1260,1,3
TOI-1266,1,2
TOI-1268,1,1
TOI-1269,1,1
TOI-1272,1,2
TOI-1273,1,1
TOI-1278,1,1
TOI-1279,1,1
TOI-128,1,1
TOI-1288,1,2
TOI-1294,1,2
TOI-1296,1,1
TOI-1298,1,1
TOI-132,1,1
TOI-1333,2,1
TOI-1338,2,2
TOI-1347,1,2
TOI-1386,1,2
TOI-139,1,1
TOI-1408,1,2
TOI-1410,1,2
TOI-1411,1,1
TOI-1416,1,1
TOI-1420,1,1
TOI-1422,1,1
TOI-1431,1,1
TOI-1437,1,1
TOI-1439,1,1
TOI-1442,1,1
TOI-1443,1,1
TOI-1444,1,1
TOI-1448,1,1
TOI-1450,2,2
TOI-1451,1,1
TOI-1452,2,1
TOI-1467,1,1
TOI-1468,1,2
TOI-1470,1,2
TOI-1472,1,1
TOI-1478,1,1
TOI-150,1,1
TOI-1516,1,1
TOI-1518,1,1
TOI-157,1,1
TOI-1601,1,1
TOI-163,1,1
TOI-1634,2,2
TOI-1669,1,2
TOI-1670,1,2
TOI-1680,1,1
TOI-1683,1,1
TOI-1685,1,1
TOI-169,1,1
TOI-1691,1,1
TOI-1693,1,1
TOI-1694,1,2
TOI-1695,1,1
TOI-1696,1,1
TOI-1710,2,1
TOI-172,1,1
TOI-1723,1,1
TOI-1728,1,1
TOI-1736,1,2
TOI-1739,1,1
TOI-1742,1,1
TOI-1749,1,3
TOI-1751,1,1
TOI-1753,1,1
TOI-1758,1,1
TOI-1759,1,1
TOI-1775,1,1
TOI-1776,1,1
TOI-178,1,6
TOI-1789,1,1
TOI-1794,1,1
TOI-1798,1,2
TOI-1799,1,1
TOI-1801,2,1
TOI-1806,1,1
TOI-1807,1,1
TOI-181,1,1
TOI-1811,1,1
TOI-1820,1,1
TOI-1823,1,1
TOI-1824,1,1
TOI-1836,1,2
TOI-1842,1,1
TOI-1853,1,1
TOI-1855,1,1
TOI-1859,1,1
TOI-1860,1,1
TOI-1898,1,1
TOI-1899,1,1
TOI-1937,2,1
TOI-198,1,1
TOI-199,1,2
TOI-1994,1,1
TOI-2000,1,2
TOI-201,1,1
TOI-2010,1,1
TOI-2015,1,1
TOI-2018,1,1
TOI-2019,1,1
TOI-2025,1,1
TOI-2046,1,1
TOI-2048,1,1
TOI-206,1,1
TOI-2068,1,1
TOI-2076,1,3
TOI-2081,1,1
TOI-2084,2,1
TOI-2088,1,1
TOI-2095,1,2
TOI-2096,1,2
TOI-2107,1,1
TOI-2109,1,1
TOI-2120,1,1
TOI-2128,1,1
TOI-2134,1,2
TOI-2136,1,1
TOI-2141,1,1
TOI-2145,1,1
TOI-2152,3,1
TOI-2154,1,1
TOI-2158,1,1
TOI-216,1,2
TOI-2180,1,1
TOI-2184,1,1
TOI-2193,2,1
TOI-2194,1,1
TOI-2196,1,1
TOI-220,1,1
TOI-2202,1,2
TOI-2207,1,1
TOI-2236,1,1
TOI-2257,1,1
TOI-2260,1,1
TOI-2266,1,1
TOI-2285,1,1
TOI-2337,1,1
TOI-2338,1,1
TOI-2364,1,1
TOI-2368,1,1
TOI-237,1,1
TOI-2373,1,1
TOI-2374,1,1
TOI-2379,1,1
TOI-238,1,2
TOI-2384,1,1
TOI-2406,1,1
TOI-2411,1,1
TOI-2416,1,1
TOI-2421,1,1
TOI-2427,1,1
TOI-244,1,1
TOI-2443,1,1
TOI-2445,1,1
TOI-2447,1,1
TOI-2459,1,1
TOI-2497,1,1
TOI-2498,1,1
TOI-251,1,1
TOI-2524,1,1
TOI-2525,1,2
TOI-2529,1,1
TOI-2545,1,1
TOI-2567,1,1
TOI-257,1,1
TOI-2570,1,1
TOI-2583,2,1
TOI-2587,2,1
TOI-2589,1,1
TOI-260,1,1
TOI-261,1,1
TOI-262,1,1
TOI-2641,1,1
TOI-2669,1,1
TOI-269,1,1
TOI-270,1,3
TOI-277,1,1
TOI-2796,1,1
TOI-2803,2,1
TOI-2818,1,1
TOI-2842,1,1
TOI-286,1,2
TOI-2977,1,1
TOI-3023,1,1
TOI-3071,1,1
TOI-3082,1,1
TOI-3235,1,1
TOI-3261,1,1
TOI-329,1,1
TOI-332,1,1
TOI-3321,1,1
TOI-3331,2,1
TOI-3353,1,1
TOI-3362,1,1
TOI-3364,1,1
TOI-3540,2,1
TOI-3568,1,1
TOI-3629,1,1
TOI-3688,2,1
TOI-3693,1,1
TOI-3714,2,1
TOI-3757,1,1
TOI-3785,1,1
TOI-3807,1,1
TOI-3819,1,1
TOI-3884,1,1
TOI-3894,1,1
TOI-3912,1,1
TOI-3919,1,1
TOI-3976,2,1
TOI-3984,2,1
TOI-4010,1,4
TOI-406,1,1
TOI-4087,1,1
TOI-4127,1,1
TOI-4137,1,1
TOI-4145,2,1
TOI-4153,1,1
TOI-4184,1,1
TOI-4201,1,1
TOI-421,2,2
TOI-4308,1,1
TOI-431,1,3
TOI-4329,1,1
TOI-4336,3,1
TOI-4342,1,2
TOI-4377,1,1
TOI-4379,1,1
TOI-4406,1,1
TOI-4438,1,1
TOI-444,1,1
TOI-4443,1,1
TOI-4463,2,1
TOI-4479,1,1
TOI-4495,1,1
TOI-451,2,3
TOI-4515,1,1
TOI-4527,1,1
TOI-4551,1,1
TOI-4559,1,1
TOI-4562,1,1
TOI-4582,1,1
TOI-4600,1,2
TOI-4602,1,1
TOI-4603,1,1
TOI-4633,2,1
TOI-4641,1,1
TOI-470,1,1
TOI-4791,1,1
TOI-480,1,1
TOI-481,1,1
TOI-4860,1,1
TOI-500,1,4
TOI-5076,2,1
TOI-5082,1,1
TOI-5126,1,2
TOI-5153,1,1
TOI-5174,1,1
TOI-519,1,1
TOI-5205,1,1
TOI-5218,1,1
TOI-5232,1,1
TOI-5238,1,1
TOI-5293,2,1
TOI-530,1,1
TOI-5301,1,1
TOI-532,1,1
TOI-5344,1,1
TOI-5388,1,1
TOI-5398,1,2
TOI-540,1,1
TOI-544,1,2
TOI-5542,1,1
TOI-558,1,1
TOI-559,1,1
TOI-561,1,4
TOI-5616,1,1
TOI-5634,2,1
TOI-564,1,1
TOI-5678,1,1
TOI-5704,1,1
TOI-5720,1,1
TOI-5799,1,1
TOI-5803,1,1
TOI-6008,1,1
TOI-6029,1,1
TOI-6034,2,1
TOI-6086,1,1
TOI-615,1,1
TOI-620,1,1
TOI-622,1,1
TOI-6255,1,1
TOI-628,1,1
TOI-640,1,1
TOI-654,1,1
TOI-663,1,3
TOI-669,1,1
TOI-672,1,1
TOI-674,1,1
TOI-677,1,1
TOI-700,1,4
TOI-712,1,3
TOI-715,1,1
TOI-733,1,1
TOI-757,1,1
TOI-762,2,1
TOI-763,1,2
TOI-771,1,1
TOI-776,1,2
TOI-778,1,1
TOI-782,1,1
TOI-813,1,1
TOI-815,2,2
TOI-824,1,1
TOI-833,1,1
TOI-836,1,2
TOI-837,1,1
TOI-849,1,1
TOI-858,2,1
TOI-871,1,1
TOI-880,1,1
TOI-892,1,1
TOI-904,1,2
TOI-905,1,1
TOI-907,1,1
TOI-908,1,1
TOI-913,1,1
TOI-942,3,2
TOI-954,1,1
TOI-969,1,2
TRAPPIST-1,1,7
TYC 0434-04538-1,1,1
TYC 1422-614-1,1,2
TYC 2187-512-1,1,1
TYC 3318-01333-1,1,1
TYC 3667-1280-1,1,1
TYC 4282-00605-1,1,1
TYC 8998-760-1,1,2
Teegarden's Star,1,3
TrES-1,2,1
TrES-2,2,1
TrES-3,1,1
TrES-4,2,1
TrES-5,1,1
UCAC3 113-933,1,1
UCAC4 328-061594,1,1
UKIRT-2017-BLG-001L,1,1
USco CTIO 108,1,1
USco1556 A,1,1
USco1621 A,1,1
UZ For,2,2
V0391 Peg,1,1
V1298 Tau,3,4
V830 Tau,1,1
VHS J125601.92-125723.9,2,1
WASP-1,2,1
WASP-10,1,1
WASP-100,2,1
WASP-101,1,1
WASP-103,1,1
WASP-104,2,1
WASP-105,1,1
WASP-106,1,1
WASP-107,1,2
WASP-11,3,1
WASP-110,1,1
WASP-113,1,1
WASP-114,2,1
WASP-117,1,1
WASP-118,1,1
WASP-119,1,1
WASP-12,3,1
WASP-120,1,1
WASP-121,1,1
WASP-123,2,1
WASP-124,1,1
WASP-126,1,2
WASP-127,2,1
WASP-129,2,1
WASP-13,1,1
WASP-130,1,1
WASP-131,1,1
WASP-132,1,2
WASP-133,1,1
WASP-135,1,1
WASP-136,1,1
WASP-138,1,1
WASP-139,2,1
WASP-14,3,1
WASP-140,2,1
WASP-141,1,1
WASP-142,1,1
WASP-144,1,1
WASP-145,2,1
WASP-147,1,1
WASP-148,1,2
WASP-15,1,1
WASP-150,1,1
WASP-151,1,1
WASP-153,1,1
WASP-156,1,1
WASP-157,1,1
WASP-158,1,1
WASP-159,1,1
WASP-16,1,1
WASP-160,2,1
WASP-161,1,1
WASP-162,1,1
WASP-163,1,1
WASP-164,1,1
WASP-165,1,1
WASP-166,1,1
WASP-167,1,1
WASP-168,2,1
WASP-169,1,1
WASP-17,1,1
WASP-170,1,1
WASP-171,1,1
WASP-172,1,1
WASP-173,2,1
WASP-174,1,1
WASP-175,1,1
WASP-176,1,1
WASP-177,1,1
WASP-178,1,1
WASP-18,2,2
WASP-180,2,1
WASP-181,1,1
WASP-182,1,1
WASP-183,1,1
WASP-184,1,1
WASP-185,1,1
WASP-186,1,1
WASP-187,1,1
WASP-189,1,1
WASP-19,1,1
WASP-190,1,1
WASP-192,1,1
WASP-193,1,1
WASP-2,2,1
WASP-20,2,1
WASP-21,1,1
WASP-22,1,1
WASP-23,1,1
WASP-24,3,1
WASP-25,1,1
WASP-26,2,1
WASP-28,1,1
WASP-29,1,1
WASP-3,3,1
WASP-31,1,1
WASP-32,1,1
WASP-33,2,1
WASP-34,1,1
WASP-35,1,1
WASP-36,2,1
WASP-37,1,1
WASP-38,1,1
WASP-39,1,1
WASP-4,1,1
WASP-41,1,2
WASP-42,1,1
WASP-43,1,1
WASP-44,1,1
WASP-45,2,1
WASP-46,1,1
WASP-47,1,4
WASP-48,1,1
WASP-49,2,1
WASP-5,1,1
WASP-50,1,1
WASP-52,1,1
WASP-53,1,2
WASP-54,2,1
WASP-55,2,1
WASP-56,2,1
WASP-57,1,1
WASP-58,2,1
WASP-59,1,1
WASP-6,1,1
WASP-60,1,1
WASP-61,1,1
WASP-62,1,1
WASP-63,1,1
WASP-64,2,1
WASP-65,1,1
WASP-66,1,1
WASP-67,1,1
WASP-68,2,1
WASP-69,1,1
WASP-7,1,1
WASP-70,2,1
WASP-71,1,1
WASP-72,1,1
WASP-73,1,1
WASP-74,1,1
WASP-75,2,1
WASP-76,2,1
WASP-77,2,1
WASP-78,1,1
WASP-79,1,1
WASP-8,2,2
WASP-80,1,1
WASP-81,1,1
WASP-82,1,1
WASP-83,1,1
WASP-84,1,2
WASP-85,2,1
WASP-87,2,1
WASP-88,1,1
WASP-89,1,1
WASP-90,1,1
WASP-91,1,1
WASP-92,1,1
WASP-93,1,1
WASP-94,2,2
WASP-95,1,1
WASP-96,1,1
WASP-97,1,1
WASP-98,2,1
WASP-99,1,1
WD 0806-661,1,1
WD 1856+534,3,1
WISE J033605.05-014350.4,1,1
WISEP J121756.91+162640.2 A,1,1
WTS-1,1,1
WTS-2,1,1
Wendelstein-1,1,1
Wendelstein-2,1,1
Wolf 1061,1,3
Wolf 1069,1,1
Wolf 327,1,1
Wolf 503,1,1
XO-1,1,1
XO-2,2,3
XO-3,1,1
XO-4,1,1
XO-5,1,1
XO-6,1,1
XO-7,1,1
YSES 2,1,1
YZ Cet,1,3
alf Ari,1,1
alf Cen,3,1
alf Tau,2,1
b Cen,2,1
bet Cnc,2,1
bet Pic,1,2
bet UMi,1,1
eps CrB,1,1
eps Eri,1,1
eps Ind,3,1
eps Tau,1,1
gam Cep,2,1
gam Leo,2,1
gam Lib,1,2
gam Psc,1,1
iot Dra,1,2
kap And,1,1
kap CrB,1,1
mu Leo,1,1
mu2 Sco,1,1
nu Oct,2,1
nu Oph,1,2
ome Ser,2,1
omi CrB,1,1
omi UMa,2,1
psi1 Dra,3,1
rho CrB,1,4
tau Boo,2,1
tau Cet,1,4
tau Gem,1,1
ups And,2,3
ups Leo,1,1
xi Aql,1,1
